file_id,file_path,session_dir,file_datetime,file_period,event_id,prev_file_id,session_id,place_id,taxon_id,taxon_tsn,taxon_name
164,2015/M1/M1_21/03110029.JPG,M1 2015,11.03.15 05:37,night,84,,5,12,16,,Pedetes surdaster
165,2015/M1/M1_21/03110030.JPG,M1 2015,11.03.15 05:37,night,84,164,5,12,16,,Pedetes surdaster
166,2015/M1/M1_21/03110031.JPG,M1 2015,11.03.15 05:38,night,84,165,5,12,16,,Pedetes surdaster
167,2015/M1/M1_21/03110032.JPG,M1 2015,11.03.15 05:38,night,84,166,5,12,16,,Pedetes surdaster
168,2015/M1/M1_21/03110033.JPG,M1 2015,11.03.15 05:43,night,84,167,5,12,16,,Pedetes surdaster
169,2015/M1/M1_21/03110034.JPG,M1 2015,11.03.15 05:43,night,84,168,5,12,16,,Pedetes surdaster
170,2015/M1/M1_21/03110035.JPG,M1 2015,11.03.15 05:44,night,84,169,5,12,16,,Pedetes surdaster
171,2015/M1/M1_21/03110036.JPG,M1 2015,11.03.15 05:44,night,84,170,5,12,16,,Pedetes surdaster
172,2015/M1/M1_21/03110037.JPG,M1 2015,11.03.15 06:44,twilight,85,,5,12,4,,Sylvicapra grimmia
173,2015/M1/M1_21/03110038.JPG,M1 2015,11.03.15 06:44,twilight,85,172,5,12,4,,Sylvicapra grimmia
174,2015/M1/M1_21/03110039.JPG,M1 2015,11.03.15 12:18,day,86,,5,12,,,
175,2015/M1/M1_21/03110040.JPG,M1 2015,11.03.15 12:18,day,86,174,5,12,,,
176,2015/M1/M1_21/03110041.JPG,M1 2015,11.03.15 13:12,day,87,,5,12,,,
177,2015/M1/M1_21/03110042.JPG,M1 2015,11.03.15 13:12,day,87,176,5,12,,,
178,2015/M1/M1_21/03120043.JPG,M1 2015,12.03.15 11:56,day,88,,5,12,,,
179,2015/M1/M1_21/03120044.JPG,M1 2015,12.03.15 11:56,day,88,178,5,12,,,
180,2015/M1/M1_21/03130045.JPG,M1 2015,13.03.15 12:22,day,89,,5,12,17,,Phacochoerus africanus
181,2015/M1/M1_21/03130046.JPG,M1 2015,13.03.15 12:22,day,89,180,5,12,17,,Phacochoerus africanus
182,2015/M1/M1_21/03130047.JPG,M1 2015,13.03.15 12:38,day,89,181,5,12,,,
183,2015/M1/M1_21/03130048.JPG,M1 2015,13.03.15 12:38,day,89,182,5,12,,,
184,2015/M1/M1_21/03130049.JPG,M1 2015,13.03.15 12:40,day,89,183,5,12,,,
185,2015/M1/M1_21/03130050.JPG,M1 2015,13.03.15 12:40,day,89,184,5,12,,,
186,2015/M1/M1_21/03140051.JPG,M1 2015,13.03.15 19:52,twilight,94,,5,12,18,,Civettictis civetta
187,2015/M1/M1_21/03140052.JPG,M1 2015,13.03.15 19:52,twilight,94,186,5,12,18,,Civettictis civetta
188,2015/M1/M1_21/03140053.JPG,M1 2015,14.03.15 06:57,twilight,95,,5,12,4,,Sylvicapra grimmia
189,2015/M1/M1_21/03140054.JPG,M1 2015,14.03.15 06:57,twilight,95,188,5,12,,,
190,2015/M1/M1_21/03140055.JPG,M1 2015,14.03.15 10:39,day,97,,5,12,,,
191,2015/M1/M1_21/03140056.JPG,M1 2015,14.03.15 10:39,day,97,190,5,12,,,
192,2015/M1/M1_21/03140057.JPG,M1 2015,14.03.15 12:21,day,98,,5,12,,,
193,2015/M1/M1_21/03140058.JPG,M1 2015,14.03.15 12:21,day,98,192,5,12,,,
194,2015/M1/M1_21/03140059.JPG,M1 2015,14.03.15 12:38,day,98,193,5,12,,,
195,2015/M1/M1_21/03140060.JPG,M1 2015,14.03.15 12:38,day,98,194,5,12,,,
196,2015/M1/M1_21/03140061.JPG,M1 2015,14.03.15 12:42,day,98,195,5,12,,,
197,2015/M1/M1_21/03140062.JPG,M1 2015,14.03.15 12:42,day,98,196,5,12,,,
198,2015/M1/M1_21/03140063.JPG,M1 2015,14.03.15 14:27,day,99,,5,12,,,
199,2015/M1/M1_21/03140064.JPG,M1 2015,14.03.15 14:27,day,99,198,5,12,,,
200,2015/M1/M1_21/03140065.JPG,M1 2015,14.03.15 14:29,day,99,199,5,12,,,
201,2015/M1/M1_21/03140066.JPG,M1 2015,14.03.15 14:29,day,99,200,5,12,,,
202,2015/M1/M1_21/03150067.JPG,M1 2015,14.03.15 21:04,night,100,,5,12,3,,n/a
203,2015/M1/M1_21/03150068.JPG,M1 2015,14.03.15 21:04,night,100,202,5,12,3,,n/a
204,2015/M1/M1_21/03150069.JPG,M1 2015,15.03.15 02:51,night,101,,5,12,5,,Bdeogale crassicauda
205,2015/M1/M1_21/03150070.JPG,M1 2015,15.03.15 02:51,night,101,204,5,12,5,,Bdeogale crassicauda
206,2015/M1/M1_21/03150071.JPG,M1 2015,15.03.15 03:02,night,101,205,5,12,5,,Bdeogale crassicauda
207,2015/M1/M1_21/03150072.JPG,M1 2015,15.03.15 03:02,night,101,206,5,12,5,,Bdeogale crassicauda
208,2015/M1/M1_21/03150073.JPG,M1 2015,15.03.15 12:18,day,102,,5,12,,,
209,2015/M1/M1_21/03150074.JPG,M1 2015,15.03.15 12:18,day,102,208,5,12,,,
210,2015/M1/M1_21/03150075.JPG,M1 2015,15.03.15 12:23,day,102,209,5,12,,,
211,2015/M1/M1_21/03150076.JPG,M1 2015,15.03.15 12:23,day,102,210,5,12,,,
212,2015/M1/M1_21/03150077.JPG,M1 2015,15.03.15 12:42,day,102,211,5,12,,,
213,2015/M1/M1_21/03150078.JPG,M1 2015,15.03.15 12:42,day,102,212,5,12,,,
214,2015/M1/M1_21/03150079.JPG,M1 2015,15.03.15 13:13,day,103,,5,12,,,
215,2015/M1/M1_21/03150080.JPG,M1 2015,15.03.15 13:13,day,103,214,5,12,,,
216,2015/M1/M1_21/03150081.JPG,M1 2015,15.03.15 14:04,day,104,,5,12,,,
217,2015/M1/M1_21/03150082.JPG,M1 2015,15.03.15 14:04,day,104,216,5,12,,,
218,2015/M1/M1_21/03160083.JPG,M1 2015,16.03.15 10:20,day,105,,5,12,,,
219,2015/M1/M1_21/03160084.JPG,M1 2015,16.03.15 10:20,day,105,218,5,12,,,
220,2015/M1/M1_21/03160085.JPG,M1 2015,16.03.15 10:36,day,105,219,5,12,,,
221,2015/M1/M1_21/03160086.JPG,M1 2015,16.03.15 10:36,day,105,220,5,12,,,
222,2015/M1/M1_21/03160087.JPG,M1 2015,16.03.15 11:45,day,106,,5,12,,,
223,2015/M1/M1_21/03160088.JPG,M1 2015,16.03.15 11:45,day,106,222,5,12,,,
224,2015/M1/M1_21/03160089.JPG,M1 2015,16.03.15 11:47,day,106,223,5,12,,,
225,2015/M1/M1_21/03160090.JPG,M1 2015,16.03.15 11:47,day,106,224,5,12,,,
226,2015/M1/M1_21/03160091.JPG,M1 2015,16.03.15 11:49,day,106,225,5,12,,,
227,2015/M1/M1_21/03160092.JPG,M1 2015,16.03.15 11:49,day,106,226,5,12,,,
228,2015/M1/M1_21/03160093.JPG,M1 2015,16.03.15 11:57,day,106,227,5,12,,,
229,2015/M1/M1_21/03160094.JPG,M1 2015,16.03.15 11:57,day,106,228,5,12,,,
230,2015/M1/M1_21/03160095.JPG,M1 2015,16.03.15 11:58,day,106,229,5,12,,,
231,2015/M1/M1_21/03160096.JPG,M1 2015,16.03.15 11:58,day,106,230,5,12,,,
232,2015/M1/M1_21/03160097.JPG,M1 2015,16.03.15 12:11,day,106,231,5,12,,,
233,2015/M1/M1_21/03160098.JPG,M1 2015,16.03.15 12:11,day,106,232,5,12,,,
234,2015/M1/M1_21/03160099.JPG,M1 2015,16.03.15 12:27,day,106,233,5,12,,,
235,2015/M1/M1_21/03160100.JPG,M1 2015,16.03.15 12:27,day,106,234,5,12,,,
236,2015/M1/M1_21/03160101.JPG,M1 2015,16.03.15 12:31,day,106,235,5,12,,,
237,2015/M1/M1_21/03160102.JPG,M1 2015,16.03.15 12:31,day,106,236,5,12,,,
238,2015/M1/M1_21/03160103.JPG,M1 2015,16.03.15 12:35,day,106,237,5,12,,,
239,2015/M1/M1_21/03160104.JPG,M1 2015,16.03.15 12:35,day,106,238,5,12,,,
240,2015/M1/M1_21/03160105.JPG,M1 2015,16.03.15 12:36,day,106,239,5,12,,,
241,2015/M1/M1_21/03160106.JPG,M1 2015,16.03.15 12:36,day,106,240,5,12,,,
242,2015/M1/M1_21/03160107.JPG,M1 2015,16.03.15 12:47,day,106,241,5,12,,,
243,2015/M1/M1_21/03160108.JPG,M1 2015,16.03.15 12:47,day,106,242,5,12,,,
244,2015/M1/M1_21/03170109.JPG,M1 2015,17.03.15 12:17,day,107,,5,12,,,
245,2015/M1/M1_21/03170110.JPG,M1 2015,17.03.15 12:17,day,107,244,5,12,,,
246,2015/M1/M1_21/03170111.JPG,M1 2015,17.03.15 12:25,day,107,245,5,12,,,
247,2015/M1/M1_21/03170112.JPG,M1 2015,17.03.15 12:25,day,107,246,5,12,,,
248,2015/M1/M1_21/03170113.JPG,M1 2015,17.03.15 13:28,day,108,,5,12,,,
